1772975,5389677
1772975,5422370
1772975,5470880
1772975,5550154
1772975,5561155
1772975,5561159
1772975,5583156
1772975,5599843
1772975,5612376
1772975,5643952
1772975,5643953
1772975,5643961
1772975,5643962
1772975,5643963
1772975,5648388
1772975,5648391
1772975,5648395
1772975,5650436
1772975,5650440
1772975,5652267
1772975,5654340
1772975,5656666
1772975,5668177
1772975,5670541
1772975,5670542
1772975,5670543
1772975,5674899
1772975,5674903
1772975,5677340
1772975,5681853
1772975,5716992
1772975,5827882
2118566,3879537
2118566,3920835
2118566,3984566
2118566,3988470
2118566,4105782
2118566,4105783
2118566,4363815
2118566,4380549
2118566,5385938
2118566,5389677
2118566,5422370
2118566,5470880
2118566,5550154
2118566,5561155
2118566,5561159
2118566,5583156
2118566,5599843
2118566,5612376
2118566,5643952
2118566,5643953
2118566,5643961
2118566,5643962
2118566,5643963
2118566,5648388
2118566,5648391
2118566,5648395
2118566,5650436
2118566,5650440
2118566,5652267
2118566,5654340
2118566,5656666
2118566,5668177
2118566,5670541
2118566,5670542
2118566,5670543
2118566,5674899
2118566,5674903
2118566,5677340
2118566,5681853
2118566,5716992
2118566,5827882
3227616,5385938
3227616,5389677
3227616,5422370
3227616,5470880
3227616,5550154
3227616,5561155
3227616,5561159
3227616,5583156
3227616,5599843
3227616,5612376
3227616,5643952
3227616,5643953
3227616,5643961
3227616,5643962
3227616,5643963
3227616,5648388
3227616,5648391
3227616,5648395
3227616,5650436
3227616,5650440
3227616,5652267
3227616,5654340
3227616,5656666
3227616,5668177
3227616,5670541
3227616,5670542
3227616,5670543
3227616,5674899
3227616,5674903
3227616,5677340
3227616,5681853
3227616,5716992
3227616,5827882
3666863,3879537
3666863,3920835
3666863,3984566
3666863,3988470
3666863,4021572
3666863,4105782
3666863,4105783
3666863,4234599
3666863,4380549
3666863,5385938
3666863,5389677
3666863,5422370
3666863,5470880
3666863,5550154
3666863,5561155
3666863,5561159
3666863,5583156
3666863,5599843
3666863,5612376
3666863,5643952
3666863,5643953
3666863,5643961
3666863,5643962
3666863,5643963
3666863,5648388
3666863,5648391
3666863,5648395
3666863,5650436
3666863,5650440
3666863,5652267
3666863,5654340
3666863,5656666
3666863,5668177
3666863,5670541
3666863,5670542
3666863,5670543
3666863,5674899
3666863,5674903
3666863,5677340
3666863,5681853
3666863,5716992
3666863,5827882
3689668,5385938
3689668,5389677
3689668,5422370
3689668,5470880
3689668,5550154
3689668,5561155
3689668,5561159
3689668,5583156
3689668,5599843
3689668,5612376
3689668,5643952
3689668,5643953
3689668,5643961
3689668,5643962
3689668,5643963
3689668,5648388
3689668,5648391
3689668,5648395
3689668,5650436
3689668,5650440
3689668,5652267
3689668,5654340
3689668,5656666
3689668,5668177
3689668,5670541
3689668,5670542
3689668,5670543
3689668,5674899
3689668,5674903
3689668,5677340
3689668,5681853
3689668,5716992
3689668,5827882
3806593,4021572
3806593,4105782
3806593,4105783
3806593,4612331
3806593,5385938
3806593,5389677
3806593,5422370
3806593,5470880
3806593,5550154
3806593,5561155
3806593,5561159
3806593,5583156
3806593,5599843
3806593,5612376
3806593,5643952
3806593,5643953
3806593,5643961
3806593,5643962
3806593,5643963
3806593,5648388
3806593,5648391
3806593,5648395
3806593,5650436
3806593,5650440
3806593,5652267
3806593,5654340
3806593,5656666
3806593,5668177
3806593,5670541
3806593,5670542
3806593,5670543
3806593,5674899
3806593,5674903
3806593,5677340
3806593,5681853
3806593,5716992
3806593,5827882
3879537,2118566
3879537,3666863
3879537,3984566
3879537,3988470
3879537,4105782
3879537,4105783
3879537,4197316
3879537,4363815
3879537,4380549
3879537,5385938
3879537,5389677
3879537,5422370
3879537,5470880
3879537,5550154
3879537,5561155
3879537,5561159
3879537,5583156
3879537,5599843
3879537,5612376
3879537,5643952
3879537,5643953
3879537,5643961
3879537,5643962
3879537,5643963
3879537,5648388
3879537,5648391
3879537,5648395
3879537,5650436
3879537,5650440
3879537,5652267
3879537,5654340
3879537,5656666
3879537,5668177
3879537,5670541
3879537,5670542
3879537,5670543
3879537,5674899
3879537,5674903
3879537,5677340
3879537,5681853
3879537,5716992
3879537,5827882
3920835,2118566
3920835,3666863
3920835,4197316
3920835,4287214
3920835,5091171
3920835,5385938
3920835,5389677
3920835,5422370
3920835,5470880
3920835,5550154
3920835,5561155
3920835,5561159
3920835,5583156
3920835,5599843
3920835,5612376
3920835,5643952
3920835,5643953
3920835,5643961
3920835,5643962
3920835,5643963
3920835,5648388
3920835,5648391
3920835,5648395
3920835,5650436
3920835,5650440
3920835,5652267
3920835,5654340
3920835,5656666
3920835,5668177
3920835,5670541
3920835,5670542
3920835,5670543
3920835,5674899
3920835,5674903
3920835,5677340
3920835,5681853
3920835,5716992
3920835,5827882
3984566,2118566
3984566,3666863
3984566,3879537
3984566,4197316
3984566,5385938
3984566,5389677
3984566,5422370
3984566,5470880
3984566,5550154
3984566,5561155
3984566,5561159
3984566,5583156
3984566,5599843
3984566,5612376
3984566,5643952
3984566,5643953
3984566,5643961
3984566,5643962
3984566,5643963
3984566,5648388
3984566,5648391
3984566,5648395
3984566,5650436
3984566,5650440
3984566,5652267
3984566,5654340
3984566,5656666
3984566,5668177
3984566,5670541
3984566,5670542
3984566,5670543
3984566,5674899
3984566,5674903
3984566,5677340
3984566,5681853
3984566,5716992
3984566,5827882
3988470,2118566
3988470,3666863
3988470,3879537
3988470,4197316
3988470,4234599
3988470,4363815
3988470,4612331
3988470,5385938
3988470,5389677
3988470,5422370
3988470,5470880
3988470,5550154
3988470,5561155
3988470,5561159
3988470,5583156
3988470,5599843
3988470,5612376
3988470,5643952
3988470,5643953
3988470,5643961
3988470,5643962
3988470,5643963
3988470,5648388
3988470,5648391
3988470,5648395
3988470,5650436
3988470,5650440
3988470,5652267
3988470,5654340
3988470,5656666
3988470,5668177
3988470,5670541
3988470,5670542
3988470,5670543
3988470,5674899
3988470,5674903
3988470,5677340
3988470,5681853
3988470,5716992
3988470,5827882
3991184,5385938
3991184,5389677
3991184,5422370
3991184,5470880
3991184,5550154
3991184,5561155
3991184,5561159
3991184,5583156
3991184,5599843
3991184,5612376
3991184,5643952
3991184,5643953
3991184,5643961
3991184,5643962
3991184,5643963
3991184,5648388
3991184,5648391
3991184,5648395
3991184,5650436
3991184,5650440
3991184,5652267
3991184,5654340
3991184,5656666
3991184,5668177
3991184,5670541
3991184,5670542
3991184,5670543
3991184,5674899
3991184,5674903
3991184,5677340
3991184,5681853
3991184,5716992
3991184,5827882
4021572,3666863
4021572,3806593
4021572,4197316
4021572,4380549
4021572,5385938
4021572,5389677
4021572,5422370
4021572,5470880
4021572,5550154
4021572,5561155
4021572,5561159
4021572,5583156
4021572,5599843
4021572,5612376
4021572,5643952
4021572,5643953
4021572,5643961
4021572,5643962
4021572,5643963
4021572,5648388
